textid	text	target	condition
205	Moses found it in a burning bush Old King Midas had a golden touch For Earn Hart it was a black Chevrolet A magnum made Dirty Harry's day For Elvis it was blue suede shoes Boy for me it's you For a die hard it's a rebel, hell yeah An oil man likes a wild cat wail For a long haul trucker it's the interstate A preacher likes cashing a collection plate For a Booker it's a feel good grove But for me it's you Everybody needs a certain spark to light their fuse Dreams you can't live without An offer you can't refuse Everybody needs a certain spark to light their fuse Like a dream you can't live without Or an offer you can't refuse One thing that I've come to understand Man needs a woman and a woman needs man There was a guy on  the other day Said everybody's got just one soul mate Baby it must be true Boy for me it's you You might also likeHey baby it must be true Boy for me it's youEmbed	8	1
206	I liked where we were going That feeling was a-growing Everything started changing In ways there's no explaining Our love is sinking fast I know that it can't last White water I thought it was forever And you would leave me never Love's fire is never burning In my mind, bad thoughts are turning And our love is sinking fast I know that it can't last White water The world won't stop if we should ever part Just two lost souls with a broken heart No one will care if we go separate ways So sweetheart hear what I say It's time to do some talking Before we both start walking So let's stay together Our lives will be better You might also likeStart right from this very day To keep our love so far away from White water White water White waterEmbed	8	1
207	Bone, bone, bone, bone, bone, bone  Bone dry, you know I'm bone dry I won't cry no more for the way you tore my heart Bone dry, you know I'm bone dry I won't shed another tear, my dear, 'cause I'm bone dry  Comin' home late or not comin' home at all And nothing but lies when you take the time to call You're makin' it easy for me to say goodbye The last few drops have fallen from my eyes  Bone dry, you know I'm bone dry I won't cry no more for the way you tore my heart Bone dry, you know I'm bone dry I won't shed another tear, dear, 'cause I'm bone dry  Nasty things you did, you'd keep my tears and throw 'em And now the feeling's gone that kept me from goin' You did everything you could to do to break my heart in two I cried the blues long enough for you You might also like Bone dry, you know I'm bone dry I won't cry no more for the way you tore my heart Bone dry, you know I'm bone dry I won't shed another tear, my dear, 'cause I'm bone dry  I used to have a burnin' hot desire All the tears I cried done put out the fire And your new love will see right through you I guarantee you'll be cryin', too  Bone dry, you know I'm bone dry I won't cry no more for the way you tore my heart Bone dry, you know I'm bone dry I won't shed another tear, my dear, 'cause I'm bone dry  Bone, bone, bone, bone, bone, bone, bone, bone dryEmbed	8	1
208	These shades can hide the teardrops crying But not the way I feel inside These shades can only do their part oh yeah But these shades can't hide the broken heart  These shades can hide my red red eyes But not the hurt you left by your lies These shades can only do their part oh yeah But these shades can't hide the broken heart Dark shades I keep on wearin' As long as I'm still cryin' For you and I still love you so Oh why did you go now  These shades can hide my eyes wawy But not the pain I feel each day These shades can only do their part oh yeah But these shades can't hide the broken heart But these shades can't hide the broken heart...You might also likeEmbed	8	1
209	Each time I look at you is like the first time Each time you're near me the thrill is new And there is nothing that I wouldn't do for The rare delight of the sight of you for The more I see you, the more I want you Somehow this feeling just grows and grows With every sigh I become more mad about you More lost without you and so it goes Can you imagine how much I love you? The more I see you as years go by I know the only one for me can only be you My arms won't free you, my heart won't try I know the only one for me can only be you My arms won't free you, my heart won't tryYou might also likeEmbed	8	1
210	I'm so unhappy What'll I do? I long for somebody who Will sympathize with me I'm growing so tired of living alone I lie awake all night and cry Nobody loves me, that's why  All by myself in the morning All by myself in the night  I sit alone in a cosy Morris chair So unhappy there Playing solitaire  All by myself I get lonely Watching the clock on the shelf  I'd love to rest my weary head on somebody's shoulder I hate to grow older All by myself  My name and number Are in the book The one that hangs on a hook In almost ev'ry drug store Why don't someone bother to look? My central tells me all day long "Sorry, the number is wrong"You might also likeEmbed	8	1
211	Well, I though happiness had passed me by Till I saw that look in your eyes I though misery had conquered me But I was wrong as I could be  And now I spend my time with nothing on my mind Just coastin', yeah, coastin', coastin' It's fine, I'm gonna tell you one more time  I though loneliness moved right in But I was wrong once again When I kissed your angel face My whole world fell right in place  And now I spend my time with nothing on my mind Just coastin', yeah, coastin', coastin' It's fine, I'm gonna tell you one more time  Well, I though happiness had passed me by Till I saw that look in your eyes I though misery had conquered me But I was wrong as I could be  And now I spend my time with nothing on my mind Just coastin', yeah, coastin', coastin' It's fine, I'm gonna tell you one more timeYou might also likeEmbed	8	1
212	Are you here just to pass the time of day Or is it love that brings you back my way Did you miss me in the time we've been apart Are you looking for the way back to my heart  Are you on the road to loving me again Did the trail of yellow brick come to an end Did you realize the future lies right here where it began Are on the road to loving me again  I don't need any promises and such, only you and the way we used to touch Do I really see or could my heart be blind Is it really me you're coming back to find  Are you on the road to loving me again Did the trail of yellow brick come to an end Did you realize the future lies right here where it began Are on the road to loving me againYou might also likeEmbed	8	1
213	Well I was sitting at a bar it was late at night And the darkness is all around Then a good looking thing, like I've never seen before Walked in and he melted me down When I looked at me and the fire from his eyes stomped over and touched my skin I said oh my lord, won't you help me hang on cause here I go again He's a devil in disguise and he loves you blind And he's leaves you crazy, going out of your mind Wondering if there'll ever be another day that you see him return But a foolish girl, she don't understand that you don't mess around with that kind of man, if you play with a devil like that then you're gonna get burned Well he walked over to me, and he asked me straight out, hey baby do you wanna dance So I held on really tight, hoping this would be night for a little romance When the song was over, he took me by the hand and he swept me right off of my feet Then he loved me in the night, spun me out of control and I couldn't let it be He's a devil in disguise and he loves you blind And he's leaves you crazy, going out of your mind Wondering if there'll ever be another day that you see him return But a foolish girl, she don't understand that you can't mess around with that kind of man, cause if you're messing with a devil like that then you're gonna get burned He's a devil in disguise and he loves you blind And he's leaves you crazy, going out of your mind Wondering if there'll ever be another day that you see him return But a foolish girl, she don't understand that you can't mess around with that kind of man, cause if you're messing with a devil like that then you're gonna get burnedYou might also likeEmbed	8	1
214	Nights in white satin Never reaching the end Letters I've written Never meaning to send Beauty I'd always missed With these eyes before Just what the truth is I can't say anymore Cause I love you Yes I love you Oh how I love you Gazin at people Some hand in hand Just what I'm goin through They can't understand Cause I love you Yes I love you Oh how I love you Some try to tell me Thoughts they cannot defend Just what you want to be You will be in the end You might also likeCause I love you Yes I love you Oh how I love youEmbed	8	1
215	I never met a girl who makes me feel the way that you do (it's alright) Whenever I'm asked who makes my dreams real I say that you do (you're outta sight) So fee fi fo fum Look out baby 'cause here I come And I'm bringing you a love that's true so get ready So get ready I'm gonna try to make love to you so get ready So get ready here I come I'm on my way If you wanna play hide and seek with love let me remind you (it's alright) The loving you're gonna miss and the time it takes to find you (it's outta sight) So fiddle-lee-dee fiddle-lee-dum Look out baby 'cause here I come And I'm bringing you a love that's true so get ready So get ready I'm gonna try to make love to you so get ready So get ready here I come I'm on my way All my friends shouldn't want me to I understand it (be alright) I hope I'll get to you before they do the way I planned it (be outta sight) So twiddle-dee-dee twiddle dee dum Look out baby 'cause here I come And I'm bringing you a love that's true so get ready So get ready I'm gonna try to make love to you so get ready So get ready here I come I'm on my way Get ready 'cause here I come, boy Get ready 'cause here I come, boy Get ready 'cause here I come, boyYou might also likeEmbed	8	1
216	Lonliness is nothin' new I've lived with it my whole life through So look out gloom I'm makin' room for happy happy  Through with walkin' sadness street I'm dancin' on these smilin' feet Oh, blues be gone I'm turnin' on with happy happy  And should he need me Well I'll be right there I don't care, anywhere  And should he want me I'll say this is it, the lamp is lit Here we go, here we go  Up to where our mind are free And ev'ryday's philosophy Says life is wild be like a child Called happy happyYou might also likeEmbed	8	1
217	How are things in California Oh, your letter didn't say Now that you're in California, are you gonna stay When you left for California How I begged you please think twice But you thought that California would be paradise But it isn't the place, it isn't the weather What matters the most is being together You may have the sun, the sand and the sea But why must you be so far from me I'll come out to California, if you care the way I do Wait for me in California I'll come out for you, if you want me toYou might also likeEmbed	8	1
218	[Verse :] What do you call it when you need him What do you call it when you care for him uncontrollably What do you call it when the doorbell can only mean one person  [Hook:] I call it love I call it love  [Verse :] What do you call it when the earth shakes What do you call it when your heart breaks to easily What do you call it when your life seems to have a single purpose  [Hook:] I call it love I call it love  [Bridge:] Call it anything you like My love would make demands Let's share it while we can  [Verse :] Doing it all just so to please you Singing the songs you like And knowing I'm really needed here Feeling the way I do I'm singing another song for you and You might also like[Hook:] I call it love I call it love  Da da da da da Da da da da da Da da da da da da da da  [Hook:] I call it love I call it love  [Hook:] I call it love I call it loveEmbed	8	1
219	Somewhere a party's going on Someone's that should go home But he's the life of the party so his friends won't let him go Oh no  He's having a real good time Telling jokes and drinking wine And if someone's waiting for him You never know  But home she's looking out the window Thinking about the good times she remembers Holding back the tears and wishing he was safe at home Inside her two loving arms, sure do miss him Two lips that long to kiss him Once more whisper "baby I love you"  Back at the party, he's all smiles And his mind is miles and miles from the woman who keeps on loving him more and more One more dance, a little more wine He's not too worried about the time Cause he knows she'll be waiting there at the door  But home she's looking out the window Thinking about the good times she remembers Holding back the tears and wishing he was safe at home Outside, she sees the car lights She hears the door and knows he's alright And though he's been a million places, she never looks for lipstick traces And in her heart, she knows he's wrong But she's so glad to have him home Once more she whispers As the tears fall down she whispers Once more she whispers "I love you"You might also likeEmbed	8	1
220	I been hearin' your concern about my happiness But all that thought you've given me, is conscience I guess If I were walkin' in your shoes, I wouldn't worry none While you and your friends are worryin' 'bout me, I'm havin' lots of fun  Countin' flowers on the wall, that don't bother me at all Playin' solitaire 'til dawn, with a deck of fifty-one Smokin' cigarettes and watchin' Captain Kangaroo Now don't tell me, I've nothin' to do  Last night I got dressed up, pretended I was on the town As long as I can dream it's hard to slow this swinger down So, please don't give a thought to me, I'm really doin' fine You can always find me here and havin' quite a time  Countin' flowers on the wall, that don't bother me at all Playin' solitaire 'til dawn, with a deck of fifty-one Smokin' cigarettes and watchin' Captain Kangaroo Now don't tell me, I've nothin' to do  It's good to see you, I must go, I know I look a fright And anyway, my eyes are not accustomed to this light And my boots are not accustomed to this hard concrete So, I must go back to my room and make my day complete  Countin' flowers on the wall, that don't bother me at all Playin' solitaire 'til dawn, with a deck of fifty-one Smokin' cigarettes and watchin' Captain Kangaroo Now don't tell me, I've nothin' to do Don't tell me, I've nothin' to doYou might also likeEmbed	8	1
221	[Verse ] Look into my eyes deeper, deeper Can't you feel yourself getting drowsier, drowsier  [Pre-Chorus] Sleep, when you wake up You will make to love to the very first person you see When I snap my fingers, you will wake up And the first one you'll see is me  [Chorus] You're gonna make love to me I can't resist, I'll say no You'll say I insist Then I'll give in, for what more can I do You're gonna make love to me Tender love, just like I've been dreaming of Open your eyes at the count of three And make love to me  [Verse ] Listen to my voice softer, softer Floating on a cloud getting drowsier, drowsier  [Pre-Chorus] Sleep, when you wake up You will make to love to the very first person you see When I snap my fingers, you will wake up And the first one you'll see will be me You might also like[Chorus] You're gonna make love to me I'll resist, I'll say no You'll say I insist Then I'll give in, for what more could I do You're gonna make love to me Tender love, just like I've been dreaming of Open your eyes at the count of three And make love to me  One, two, three  [Outro] Love to me, love to me Baby Love to me, love to me Baby Love to me, love to me Baby Love to me, love to me Baby Love to me, love to me BabyEmbed	8	1
222	[Verse :] You know I don't wanna love you but I keep coming back, yeah You know I'm hooked to you honey but you're making no tracks, uh uh Well you're the only man with a chain to my soul I keep trying to break it's only making me old  [Hook :] I can't blank you out, I'm nearly drowning in wine, I keep a-coming back to love ya just a one more time One more  [Verse :] You know I see you every morning when I open my eyes I don't need to hear ya talking cause I know it's all lies anyway, yeah it is You know my daddy is a man but he never gets strange, every time I turn around you're pulling some fast change on me Yes you are  [Hook :] I can't stand it, hell, I'm going out of my mind I keep a-coming back to love ya just a one more time One more  [Musical Interlude]  You know I don't wanna see you, never go to your place no oh I don't wanna let you see me, gonna cover up my face uh huh You're like a magnet man all made of tin I keep trying to get away you keep pulling me in again, yes you are You might also like[Hook :] I can't stand it, hell, I'm going out of my mind I keep a-coming back to love ya just a one more time One more  [Outro] Baby one more Maybe two moreEmbed	8	1
223	[Verse :] Fell in love with a poet And the songs he sang made life so warm and fine Loving him was all I did and he filled my soul with sweet songs all the time  [Chorus:] He sang of places where we'd been Of truth, and love, and me Then one day he wrote a song That talked of being free  And he was gone, but the songs he sang for me made love live on And he was gone, but the songs he sang for me made love live on  [Verse :] Never sure what made him go, guess the poet had a restless kind of mind Searching all around the sun for a peace and truth that many never find  [Chorus:] He sang of places where we'd been Of truth, and love, and me Then one day he wrote a song That talked of being free  And he was gone, but the songs he sang for me made love live on And he was gone, but the songs he sang for me made love live on You might also like[Outro:] And he was goneEmbed	8	1
224	Flowers, I lie quietly Watching you arranged them Didn't know they're selling spring flowers now Always loved something tiny, shiny and golden  [Musical Interlude]  The door's been unlocked for hours For you and your wandering For you and whatever dark hour you attach to home  Don't you dare lie down, cause it's much too late While you've been learning to love, I've been learning to hate You think your silly little flowers will hide the smell of old hallways Well take your silly little flowers and go to hell Your wrong like always  [Musical Interlude]  Come lie down beside me It's not too late You need me now, the rest can wait  Warm your hands on me Warm your hands on meYou might also likeEmbed	8	1
225	[Verse :] When the suns too hot, and my old man's not Well I stumble outside the door And I'm asking myself if I haven't been through all this To darn many times before I gave up singing my half done songs When the money ran out before the rhymes And I gave up loving my one sided lungs When I couldn't believe in them lies  [Chorus:] I used to think it was easy honey I used to think it was alright I used to think it was simple enough Till scratching my way became my way of life I used to think it was easy honey I used to think it was alright I used to think it was simple enough Till scratching my way became my way of life  [Verse :] Well the night's far along, my old man's out somewhere gone And I'm thinking it's time for me to go I never loved him like he wanted me to That's something he must already know Look the night is cold, my shoes are old And I don't much like the rain And his bed's much softer, and the road is long So I might stay on it then You might also like[Chorus:] I used to think it was easy honey I used to think it was alright I used to think it was simple enough Till scratching my way became my way of life I used to think it was easy honey I used to think it was alright I used to think it was simple enough Till scratching my way became my way of life  [Chorus:] I used to think it was easy honey Yeah, I used to think it was alright I used to think it was simple enough Till scratching my way became my way of life I used to think it was easy honey I used to think it was alright I used to think it was simple enough Till scratching my way became my way of lifeEmbed	8	1
226	[Verse ] Maybe I didn't treat you Quite as good as I should have Maybe I didn't love you Quite as often as I could have  [Pre-Chorus] Little things I should have said and done I just never took the time  [Chorus] You were always on my mind (You were always on my mind) You were always on my mind  [Verse ] Maybe I didn't hold you All those lonely, lonely times And I guess I never told you I'm so happy that you're mine  [Pre-Chorus] If I made you feel second best Girl, I'm so sorry I was blind  [Chorus] You were always on my mind (You were always on my mind) You were always on my mind You might also like[Bridge] Tell me Tell me that your sweet love hasn't died Give me Give me one more chance to keep you satisfied, satisfied  [Pre-Chorus] Little things I should have said and done I just never took the time  [Chorus] You were always on my mind (You were always on my mind) You were always on my mind You were always on my mind  [Outro] Maybe I didn't treat you Quite as good as I should have Maybe I didn't love you Quite as often as I could have Maybe I didn't hold you All those lonely, lonely times And I guess I never told you I'm so happy that you're mine Maybe I didn't treat you Quite as good as I should haveEmbed	9	1
227	[Verse ] No more do I see the starlight caress your hair No more feel the tender kisses we used to share I close my eyes, and clearly my heart remembers A thousand goodbyes could never put out the embers  [Chorus] Darling, I love you so, and my heart forever Will belong to the memory of the love that we knew before Please come back to my arms, we belong together Come to me, let's be sweethearts again, then let us part no more  [Verse ] No more do I feel the touch of your hand on mine No more see the love light making your dark eyes shine Oh, how I wish I never had caused you sorrow But don't ever say for us there is no tomorrow  [Chorus] Darling, I love you so, and my heart forever Will belong to the memory of the love that we knew before Please come back to my arms, we belong together Come to me, let's be sweethearts again, and then let us part no moreYou might also likeEmbed	9	1
228	[Verse ] The old hometown looks the same As I step down from the train And there to meet me is my Mama and Papa Down the road, I look and there runs Mary Hair of gold and lips like cherries It's good to touch the green, green grass of home  [Chorus] Yes, they'll all come to meet me All creatures smiling sweetly It's good to touch the green, green grass of home  [Verse ] The old house is still standing Though the paint is cracked and dry And there's that old oak tree that I used to play on Down the lane, I'll walk with my sweet Mary Hair of gold and lips like cherries It's good to touch the green, green grass of home  [Chorus] Yes, they'll all come to meet me Arms reaching, smiling sweetly It's good to touch the green, green grass of home You might also like[Verse ] Then I awake and look around me Four gray walls surround me And I realize I was only dreaming There's a guard and there's a sad old padre Arm and arm we'll walk at daybreak Again I'll touch the green, green grass of home  [Chorus] Yes, they'll all come to see me In the shade of that old oak tree As they lay me neath the green, green grass of homeEmbed	9	1
229	When the storms of life are raging Stand by me (Stand by me) When the storms of life are raging Stand by me (Stand by me) When the world is tossing me Like a ship out on the sea Thou who rulest wind and water Stand by me (Stand by me)  When I'm growing old and feeble Stand by me (Stand by me) When I'm growing old and feeble Stand by me (Stand by me) When I do the best I can And my friends misunderstand Thou who never lost a battle Stand by me (Stand by me) Thou who never lost a battle Stand by me (Stand by me)You might also likeEmbed	9	1
230	You gave me love to enjoy Like a bright shiny toy to a baby No matter what you would do I depended on you like a baby One thing I know I love you Yes, I loved you like a baby It was a fool's heart you took And I fell 'cause you look like a baby To lovers' ways, I was blind 'Cause I just had a mind like a baby You're just a flirt And I had to be hurt just like a baby (Oh, oh, oh, oh) (Oh, oh, oh, oh) (Oh, oh, oh, oh) I need you so, I need you so The day I found how you lied Then I broke down and cried like a baby Well, it was then I could see You were playing with me like a baby Well, you can bet that someday I'll forget just like a babyYou might also likeEmbed	9	1
231	We've got to patch it up baby Before we fall apart at the seams We've got to patch it up baby We can't let time unravel our dreams Let's go back and touch the past One more night is all I ask Get that feeling, that old feeling, feelin-eelin'  We can patch it up baby We can patch it up baby We can patch it up baby Patch it up with a whole lotta' love We got to patch it up baby Let's sweep out all the cobwebs in our hearts We've got to patch it up baby Before indifference pulls us apart Don't let a good love die Lets give it just one more try With that feeling, that old feeling, feelin-eelin' You might also likeEmbed	9	1
232	You never close your eyes Anymore when I kiss your lips There's no tenderness Like before in your fingertips  You're trying hard not to show it But baby, baby I know it  You've lost that lovin' feelin' Whoa that lovin' feelin' You've lost that loving feeling Now it's gone, gone, gone, whoa-oh-oh  There's no tenderness in your eyes When I reach out for you Girl, you're starting to criticize Every little thing that I do  It makes me just feel like cryin' Oh, baby, something beautiful's dyin' You might also like You've lost that lovin' feelin' Whoa that lovin' feelin' You've lost that lovin' feelin' Now it's gone, gone, gone  Baby, baby, I get down on my knees for you If this suit weren't too tight! If you would only love me like you used to do We had a love, love, love, love you don't find every day Oh, don't, don't, don't, don't take it away Listen to me, talking to you  Bring back that lovin' feelin' Whoa that lovin' feelin' Bring back that lovin' feelin' Now it's gone, gone, gone And I can't go onEmbed	9	1
233	A very old friend came by today 'Cause he was telling everyone in town Of the love that he just found And Marie's the name of his latest flame  He talked and talked and I heard him say That she had the longest, blackest hair The prettiest green eyes anywhere And Marie's the name of his latest flame  Though I smiled, the tears inside were burning I wished him luck and then he said goodbye He was gone but still his words kept returning What else was there for me to do but cry?  Would you believe that yesterday This girl was in my arms and swore to me She'd be mine eternally And Marie's the name of his latest flame  Though I smiled, the tears inside were a-burning I wished him luck and then he said goodbye He was gone but still his words kept returning What else was there for me to do but cry?  Would you believe that yesterday This girl was in my arms and swore to me She'd be mine eternally And Marie's the name of his latest flame You might also likeYeah, Marie's the name of his latest flame Oh, Marie's the name of his latest flame And Marie's the name of his latest flameEmbed	9	1
234	[Verse ] You never close your eyes Anymore when I kiss your lips There's no tenderness Like before in your fingertips You're trying hard not to show it (Baby) But baby (Baby), Baby I know it  [Chorus] You've lost that loving feeling Whoa that loving feeling You've lost that loving feeling, now it's gone, gone, gone  [Verse ] There's no tenderness in your eyes When I reach out for you Girl, you're starting to criticize Every little thing that I do It makes me just feel like crying (Baby) Oh baby (Baby), something beautiful's dying  [Chorus] You've lost that loving feeling Whoa that loving feeling You've lost that loving feeling Now it's gonе, gone, gone You might also like[Verse ] Whoa Baby, baby, I get down on my knees for you (That's how much I lovе you) (That's how much I love you) (Sweet baby) If you would only love me Like you used to do (That's how much I love you) (That's how much I love you) (Sweet baby) We had a love, love, love, love you don't find every day (Oh no, You don't find every day) Oh, don't, (don't), don't (don't), don't take it away Listen to me, talking to you  [Chorus] Bring back that loving feeling Whoa that loving feeling Bring back that loving feeling Now it's gone, gone, gone And I can't go on (You lost that loving feeling) (You lost that loving feeling)Embed	9	1
235	[Verse ] I come to the garden alone While the dew is still on the roses And the voice I hear falling on my ear The Son of God discloses  [Chorus] And He walks with me And He talks with me And He tells me I am His own And the joy we share as we tarry there None other has ever known  [Verse ] He speaks and the sound of His voice Is so sweet the birds hush their singing And the melody that He gave to me Within my heart is ringing  [Chorus] And He walks with me And He talks with me And He tells me I am His own And the joy we share as we tarry there None other has ever known You might also like(I come to the garden alone)Embed	9	1
236	[Verse ] You look like an angel (Look like an angel) Walk like an angel (Walk like an angel) Talk like an angel But I got wise  [Chorus] You're the devil in disguise Oh, yes you are The devil in disguise, mmm You fooled me with your kisses You cheated and you schemed Heaven knows how you lied to me You're not the way you seemed  [Verse ] You look like an angel (Look like an angel) Walk like an angel (Walk like an angel) Talk like an angel But I got wise  [Chorus] You're the devil in disguise Oh, yes you are The devil in disguise, mmm, ah I thought that I was in heaven But I was sure surprised Heaven help me, I didn't see The devil in your eyes You might also like[Verse ] You look like an angel (Look like an angel) Walk like an angel (Walk like an angel) Talk like an angel But I got wise  [Chorus] You're the devil in disguise Oh, yes you are The devil in disguise, mmm  [Guitar Solo]  [Outro] You're the devil in disguise Oh, yes you are The devil in disguise, mmm (Oh, yes you are) The devil in disguise Oh, yes you are Devil in disguise (Oh, yes you are) The devil in disguiseEmbed	9	1
237	Living below in this old sinful world Hardly a comfort can afford Striving alone to face temptation so Now won't you tell me Where could I go but to the Lord?  Where could I go? Oh, where could I go? Seeking the refuge for my soul Needing a friend to save me in the end Won't you tell me Where could I go but to the Lord?  Life here is grand with friends I love so dear Comfort I get from God's own word Yet when I face that chilling hand of death Won't you tell me Where could I go but to the Lord?  Where could I go? Oh, where could I go? Seeking the refuge for my soul Needing a friend to save me in the end Now won't you tell me Where could I go but to the Lord? Where could I go but to the Lord?You might also likeEmbed	9	1
238	Oh well, I'm tired and so weary But I must go alone Till the lord comes and calls, calls me away, oh yes Well the morning's so bright And the lamp is alight And the night, night is as black as the sea, oh yes  There will be peace in the valley for me, someday There will be peace in the valley for me, oh Lord I pray There'll be no sadness, no sorrow No trouble, trouble I see There will be peace in the valley for me, for me  Well the bear will be gentle And the wolves will be tame And the lion shall lay down by the lamb, oh yes And the beasts from the wild Shall be lit by a child And I'll be changed, changed from this creature that I am, oh yes  There will be peace in the valley for me, some day There will be peace in the valley for me, oh Lord I pray There'll be no sadness, no sorrow No trouble, trouble I see There will be peace in the valley for me, for meYou might also likeEmbed	9	1
239	Oh, you tell me that you love me Yes you tell me that you care That tomorrow we'll be married, oh But tomorrow's never there  Oh, tomorrow never, never comes Oh, tomorrow never comes Now you tell me that you love me, oh But tomorrow never comes  Many weeks now have I waited Oh, many long nights have I cried But just to see that happy morning, happy morning When I have you right by my side  But tomorrow will never come, oh, no, no Tomorrow never going to come Now you tell me that you love me But tomorrow never, never comes  So tomorrow I'll be leaving Yes tomorrow I'll be gone But tomorrow you'll be weeping, oh But tomorrow will never, never come You might also like Well tomorrow will never, never come Oh, no, tomorrow ain't never going to come Yeah, yeah, you tell me, you tell me That you love me, but tomorrow never comesEmbed	9	1
240	I remember my first love affair, somehow or another, the whole darn thing went wrong My mama had some great advice, so I thought I'd put it into words of this song I can still hear her sayin' it, "Boy, oh, I see you're sittin' out there all alone Cryin' your eyes out 'cause the woman that you love has gone Ooh, there's gonna be, there's gonna be a whole lot of trouble in your life Oh, so listen to me, get up off of your knees 'cause only the strong survive" That's what she said, "Only the strong survive, only the strong survive Oh, you've gotta be strong, you'd better hold on, don't go all around with your head hung down Well, I wouldn't let that little girl, no, I wouldn't let her know that she made me feel like a clown There's a whole lot of girl lookin' for a good man like you Oh, but you'll never meet 'em if you give up now and say your life is through" And she said it, "Only the strong survive, only the strong survive Well, you better be strong, you'd better hold on 'cause only the strong survive Only the strong survive, only the strong survive Well, you've gotta be a man, you've gotta take a stand, only the strong survive Only the strong survive Only the strong survive Only the strong survive Only the strong survive Only the strong survive Only the strong survive Only the strong surviveYou might also likeEmbed	9	1
241	The girl next door went a-walking She found the boy she like She wanted to get married Settle down for life  The girl next door went a-walking She knew it wasn't right She came home half past ten Late every night  The girl next door went a-walking She found the boy she like She wanted to get married Settle down for life  She didn't know love was so grand She never took love second hand But to my surprise She thought that love was paradise  The girl next door went a-walking She found the boy she like She wanted to get married Settle down for life You might also like The girl next door went a-walking Knew it wasn't right She came home half past ten Late every night  The girl next door went a-walking She found the boy she like She wanted to get married Settle down for life  She didn't know love was so grand She never took love second hand But to my surprise She thought that love was paradise  The girl next door went a-walking She found the boy she likes She wanted to get married Settle down for life  Now the two are married Settled down for life She walks by him hand-in-hand Late every night The girl next door went a-walking She found the boy she like She wanted to get married Settle down for life Settle down for life Settle down for life Settle down for lifeEmbed	9	1
242	If you're looking for trouble You came to the right place If you're looking for trouble Just look right in my face I was born standing up And talking back My daddy was a green-eyed mountain jack Because I'm evil, my middle name is misery Well I'm evil, so don't you mess around with me I've never looked for trouble But I've never ran I don't take no orders From no kind of man I'm only made out Of flesh, blood and bone But if you're gonna start a rumble Don't you try it on alone Because I'm evil, my middle name is misery Well I'm evil, so don't you mess around with me I'm evil, evil, evil, as can be I'm evil, evil, evil, as can be You might also likeSo don't mess around don't mess around don't mess around with me I'm evil, I'm evil, evil, evil So don't mess around, don't mess around with me I'm evil, I tell you I'm evil So don't mess around with me Yeah!  Well, I quit my job down at the car wash Left my mama a goodbye note By sundown I'd left Kingston With my guitar under my coat I hitchhiked all the way down to Memphis Got a room at the YMCA For the next three weeks I went huntin' them nights Just lookin' for a place to play Well, I thought my pickin' would set 'em on fire But nobody wanted to hire a guitar man Well, I nearly 'bout starved to death down in Memphis I run outta money and luck So I bought me a ride down to Macon, Georgia On a overloaded poultry truck I thumbed on down to Panama City Started pickin' out some o' them all night bars Hopin' I could make myself a dollar Makin' music on my guitar I got the same old story at them all night piers There ain't no room around here for a guitar man We don't need a guitar man, son So I slept in the hobo jungles Roamed a thousand miles of track Till I found myself in Mobile Alabama At a club they call Big Jack's A little four-piece band was jammin' So I took my guitar and I sat in I showed 'em what a band would sound like With a swingin' little guitar man Show 'em, son If you ever take a trip down to the ocean Find yourself down around Mobile Make it on out to a club called Jack's If you got a little time to kill Just follow that crowd of people You'll wind up out on his dance floor Diggin' the finest little five-piece group Up and down the Gulf of Mexico Guess who's leadin' that five-piece band Well, wouldn't ya know, it's that swingin' little guitar man   Play "Trouble/Guitar Man"Embed	9	1
243	Well, I quit my job down at the car wash I left my mama a goodbye note By sundown I'd left Kingston With my guitar under my coat I hitchhiked all the way down to Memphis Got a room at the YMCA For the next three weeks I went hunting them nightclubs Just looking for a place to play Well, I thought my picking would set them on fire But nobody wanted to hire a guitar man  Well, I nearly about starved to death down in Memphis I run out to money and luck So I bought me a ride down to Macon, Georgia On a overloaded poultry truck I thumbed on down to Panama City Started picking out some of them all night bars Hoping I could make myself a dollar Making music on my guitar I got the same old story at them all night piers "There ain't no room around here for a guitar man" "We don't need a guitar man, son"  So I slept in the hobo jungles Roamed a thousand miles of track Till I found myself in Mobile, Alabama At a club they call Big Jack's A little four-piece band was jamming So I took my guitar and I sat in I showed them what a band would sound like With a swinging little guitar man Show them, son You might also like If you ever take a trip down to the ocean Find yourself down around Mobile Make it on out to a club called Jack's If you got a little time to kill Just follow that crowd of people You'll wind up out on his dance floor Digging the finest little five-piece group Up and down the Gulf of Mexico Guess who's leading that five-piece band Well, wouldn't you know, it's that swinging little guitar man  Well, I came a long way from the car wash Got to where I said I'd get Now that I'm here I know for sure I really have not got there yet Think I'll start all over Swing my guitar over my back I'm going to get myself back on the track I'll never, never ever look back I'll never be more than what I am Wouldn't you know I'm a swinging little Guitar manEmbed	9	1
